"","HL_5N2_t0_R1","HL_5N2_t0_R2","HL_5N2_t0_R3","HL_5N2_t0_R4","HL_5N2_t1_R1","HL_5N2_t1_R2","HL_5N2_t1_R3","HL_5N2_t1_R4","HL_5N2_t2_R1","HL_5N2_t2_R2","HL_5N2_t2_R3","HL_5N2_t2_R4","HL_5N2_t3_R1","HL_5N2_t3_R2","HL_5N2_t3_R3","HL_5N2_t3_R4","HL_5N2_t4_R1","HL_5N2_t4_R2","HL_5N2_t4_R3","HL_5N2_t4_R4","HL_5N2_t5_R1","HL_5N2_t5_R2","HL_5N2_t5_R3","HL_5N2_t5_R4","HL_5N2_t6_R1","HL_5N2_t6_R2","HL_5N2_t6_R3","HL_5N2_t6_R4","HL_5N2_t7_R1","HL_5N2_t7_R2","HL_5N2_t7_R3","HL_5N2_t7_R4","HL_5O2_t0_R1","HL_5O2_t0_R2","HL_5O2_t0_R3","HL_5O2_t0_R4","HL_5O2_t1_R1","HL_5O2_t1_R2","HL_5O2_t1_R3","HL_5O2_t1_R4","HL_5O2_t2_R1","HL_5O2_t2_R2","HL_5O2_t2_R3","HL_5O2_t2_R4","HL_5O2_t3_R1","HL_5O2_t3_R2","HL_5O2_t3_R3","HL_5O2_t3_R4","HL_5O2_t4_R1","HL_5O2_t4_R2","HL_5O2_t4_R3","HL_5O2_t4_R4","HL_5O2_t5_R1","HL_5O2_t5_R2","HL_5O2_t5_R3","HL_5O2_t5_R4","HL_5O2_t6_R1","HL_5O2_t6_R2","HL_5O2_t6_R3","HL_5O2_t6_R4","HL_5O2_t7_R1","HL_5O2_t7_R2","HL_5O2_t7_R3","HL_5O2_t7_R4","LD_N2_t0_R1","LD_N2_t0_R2","LD_N2_t1_R1","LD_N2_t1_R2","LD_N2_t2_R1","LD_N2_t2_R2","LD_N2_t3_R1","LD_N2_t3_R2","LD_N2_t4_R1","LD_N2_t4_R2","LD_N2_t5_R1","LD_N2_t5_R2","pool_t0_R1","pool_t0_R2","pool_t0_R3","pool_t1_R1","pool_t1_R2","pool_t1_R3"
"HL_5N2_t7_R1",-0.129200300463291,-0.264261100233796,-0.290862477214117,-0.222196474381787,-0.140336784114457,-0.0648173387628841,-0.201130862707611,-0.106035099617112,0.896617212542325,0.956726013768653,0.920351515584447,0.878157055755679,0.927522836445389,0.957866220362952,0.77808215175896,0.901707295881505,0.860015902871841,0.981365536931322,0.541136253849109,0.723980597292432,0.960330539477532,0.971675083413657,0.558749888906612,0.861179195390956,0.989092777949434,0.949495240803664,0.715476187925872,0.958095741136748,1,0.939250741867269,0.866363549016904,0.990017762940823,-0.336870240411952,-0.315579864325521,-0.265952073719851,-0.391491669089042,-0.371876314108387,-0.158919298468783,-0.187640860611704,-0.159891814951577,0.463851179629459,0.618171003598345,0.609728422635372,0.863907424649189,0.851289763977105,0.863181394690099,0.911250207582575,0.914317519809312,0.982914365044395,0.634881457649161,0.938037336750928,0.99183727093664,0.995273658150083,0.818652429471253,0.99162849056933,0.988728858192231,0.989113116375764,0.90013284301969,0.983524393232366,0.980571443267094,0.938542057723764,0.971573444492357,0.980536327235338,0.947602635631732,-0.196466028460373,-0.265497797014476,-0.191600224979504,-0.530570019142318,0.0490684112091517,-0.642932139371996,-0.215717076607121,-0.524490528021787,-0.356268244956342,-0.441511113179331,-0.380117548540648,-0.440189796243673,0.442833711877286,0.35981855226692,0.465526949561102,-0.628297742727382,-0.579283556760155,-0.621629477775492
"HL_5N2_t7_R2",-0.0259163978094973,-0.182875048071963,-0.213279588258128,-0.135643675305893,-0.0632217253704682,0.0216787653438522,-0.175618302010235,-0.0186672718066691,0.906860110290655,0.974241513105695,0.930898311149929,0.887922719831751,0.903577215536109,0.981246336405396,0.694885503133107,0.844311965263379,0.686983088423339,0.979868431221075,0.436490508854827,0.569888614958157,0.857234272774619,0.993028435776935,0.420094301522121,0.716173739831955,0.901919072702284,0.999366470603587,0.578892826581438,0.833175586719633,0.939250741867269,1,0.74163662817895,0.89906439415032,-0.262820068728954,-0.19513361417546,-0.19122597612051,-0.314559979082205,-0.285631593789421,-0.0644553944753358,-0.1022132350683,-0.0702665279236741,0.579160500503967,0.672171754843852,0.679313800102713,0.928451056803582,0.84820135000793,0.821939033332224,0.925052397868865,0.972492941945043,0.949927092994344,0.488803097158366,0.7741796674109,0.967185784396467,0.957725090257377,0.666114704568473,0.89206198327575,0.97675539366372,0.967843091636119,0.906286550768653,0.889182634276879,0.986938367017347,0.974539900288911,0.958881635785716,0.895148249321911,0.99868834827221,-0.123722062298657,-0.204580250591405,-0.211505895174655,-0.521481846483356,-0.0808735090245061,-0.757023949814093,-0.331523809767425,-0.623179198916001,-0.451943306640893,-0.534941949559579,-0.470487261012768,-0.527102919473503,0.427747711403311,0.29274835260539,0.438165178562972,-0.571785848834536,-0.538938338664072,-0.57138298756908
"HL_5N2_t7_R3",-0.380613667710157,-0.493600407503285,-0.525548335386729,-0.462789442068428,-0.359222081205745,-0.28885408310681,-0.354809120586765,-0.382298722815988,0.830768997277469,0.819237684786219,0.884308118945369,0.831502525952942,0.931811423031224,0.845974400282332,0.954601868261476,0.954489705152562,0.95497305578743,0.841924781331284,0.860269018120995,0.953048388033356,0.966977620555526,0.796933897039612,0.880087023739418,0.987911780724822,0.921484365998434,0.758223495915878,0.958663113678196,0.963500861884727,0.866363549016904,0.74163662817895,1,0.921772757346964,-0.574377075733927,-0.592445455906975,-0.535887587509852,-0.636179178142932,-0.541135482027267,-0.430463788535004,-0.426613803447569,-0.428932458676567,0.192086293830269,0.426613652981955,0.361703740670428,0.672636148438653,0.695273377017147,0.773300495393748,0.744053734886692,0.715872325516311,0.863642577886923,0.766139331354245,0.924199555837739,0.832983998948537,0.837013914247432,0.882345217450333,0.864722695650527,0.822028458643485,0.811013548588079,0.667643058143348,0.818310950097621,0.800415742117114,0.775644075576802,0.790983910522668,0.792374798461986,0.75536848496085,-0.429760815044306,-0.492480491927093,-0.216121362510164,-0.581804774489247,0.39915525318734,-0.254359758648948,0.177039644476235,-0.0887220014246445,0.0591740252776559,-0.0152204034639116,0.0372284043048175,-0.0245686094748484,0.655527422521834,0.54762319454528,0.639365124708307,-0.763895995042431,-0.731665698985312,-0.781086025296686
"HL_5N2_t7_R4",-0.192655726635069,-0.322639943191005,-0.350044939800894,-0.278849748154136,-0.19420942433065,-0.118467410467647,-0.233212080398914,-0.1696960257425,0.893819120792105,0.935517060167201,0.924741105607715,0.880765904171934,0.943549216942479,0.942607717531049,0.837445274365109,0.932023643369974,0.915254145424267,0.963561039324251,0.626835055951484,0.801693083102972,0.987447053221833,0.942637114584844,0.653509342212827,0.918248689530639,0.997408970852824,0.912665554457638,0.794571831131498,0.986960853065062,0.990017762940823,0.89906439415032,0.921772757346964,1,-0.395209277557635,-0.38783387661822,-0.332616340258212,-0.452268806028434,-0.413984351908141,-0.222687855839644,-0.242818444649968,-0.228760766093082,0.403437946542358,0.586372553834451,0.559359211988503,0.829620440268091,0.832292942650432,0.865775948651658,0.886407362068706,0.878037165090928,0.972607709536544,0.685002309614415,0.967367469640801,0.971949100167896,0.976696135484183,0.868689760510073,0.988073707257499,0.964614800515462,0.964408785471222,0.861062384794195,0.970300843631888,0.951649601204076,0.913467931337049,0.946754572048394,0.960709098326747,0.91009355481446,-0.257951581817619,-0.321563419027135,-0.184374216219218,-0.544117249257929,0.139840530087428,-0.554919990736119,-0.124543815660437,-0.427984254093091,-0.263848668993148,-0.345398561054145,-0.287450256177058,-0.348899064514904,0.496605761729535,0.409822828334211,0.515868585045672,-0.669321720076629,-0.622025695560336,-0.666193457413105
"HL_5O2_t0_R1",0.936961047364024,0.947846614698552,0.980344837116816,0.969306158931411,0.856287103458875,0.891567952412328,0.848488371088569,0.910934760627835,-0.198823129229362,-0.257154772978746,-0.371871066831681,-0.232318778153918,-0.448202071999486,-0.345459340072658,-0.591365403156219,-0.472671937525821,-0.542558113296634,-0.314627928169195,-0.749879972024995,-0.682416087698752,-0.470759885216595,-0.293355191975323,-0.742293258421123,-0.604563170892616,-0.396641809470738,-0.269751976368354,-0.706749824981583,-0.481673474288923,-0.336870240411952,-0.262820068728954,-0.574377075733927,-0.395209277557635,1,0.974631013822322,0.959341633164367,0.958950430884957,0.965374100787235,0.910040151763826,0.964891730407977,0.959402692374034,0.587713953439476,0.369965819867912,0.445507029953136,0.00391865681220019,0.0217784087618069,-0.0228201221355991,-0.0384226305943801,-0.135097824886468,-0.294517778877708,-0.181355633539189,-0.395233196430409,-0.287602126832065,-0.301396334353547,-0.195253058373321,-0.318658511717823,-0.298126737192398,-0.275131839066491,0.0157030568114795,-0.263807763284578,-0.284886918759226,-0.24587863543878,-0.198610291893581,-0.239552958655091,-0.26525657778484,0.910428380718986,0.932083183701737,0.7396397424513,0.822652420854287,-0.55129393615732,-0.210003257116229,-0.636526983138384,-0.414783818236701,-0.609783578927853,-0.56050974908706,-0.600664347014781,-0.565696407946629,-0.233151818070612,-0.0617732374931584,-0.142316273044606,0.907192516204873,0.91487773688019,0.920862670901982
"HL_5O2_t0_R2",0.939658935161249,0.96073154226008,0.974243394077535,0.967627929453095,0.877058029568416,0.914443104394897,0.845038280647825,0.942004916071131,-0.149643885966335,-0.214575984319662,-0.330045383424818,-0.186448638734258,-0.415584026324971,-0.292213951078234,-0.581572363089833,-0.446857820539277,-0.57672521529165,-0.272385876443442,-0.758374365869458,-0.701099891276557,-0.469043052464975,-0.240989070265357,-0.761031228731038,-0.617740678492612,-0.384535781477998,-0.207168391516912,-0.728730787627901,-0.490323630162831,-0.315579864325521,-0.19513361417546,-0.592445455906975,-0.38783387661822,0.974631013822322,1,0.972526795763456,0.958352246524106,0.947391368837227,0.941775136294135,0.963320515393313,0.963373771138962,0.616492869023216,0.421173089046908,0.495188880243648,0.0553205713248897,0.0522813366828554,0.00693058681602844,-0.0032471886978529,-0.0918456183857572,-0.255289930791242,-0.200673517345026,-0.408729261471801,-0.248311718750961,-0.266028343422342,-0.218391224616228,-0.310826386735802,-0.253389069512701,-0.234891868436109,0.0556991880445342,-0.252714443062421,-0.235327053023057,-0.185586886567811,-0.157831495643215,-0.224767619348617,-0.199750231668944,0.912930007462705,0.937398577701938,0.701585822884249,0.800750007117739,-0.523366735130208,-0.262714643102969,-0.639189882938994,-0.440252115311554,-0.621822246221444,-0.572760996748418,-0.605075708893972,-0.583308762427182,-0.267846674240213,-0.119961871318654,-0.179422148679457,0.86469915259695,0.873523818400334,0.874888147053761
"HL_5O2_t0_R3",0.931329214891925,0.976145782482357,0.971875581024575,0.954691252085585,0.934095071966925,0.933622056278698,0.912456187514998,0.932831114376215,-0.119903437878085,-0.181148473944736,-0.310683503937994,-0.147509909218759,-0.381579174398868,-0.273802646093552,-0.522240841390423,-0.399520309162965,-0.48194442230236,-0.248182358647919,-0.711769188283781,-0.63425569931571,-0.411742146212783,-0.220707172104104,-0.704248134734564,-0.548395774649588,-0.332647532915022,-0.19956543228076,-0.67029559602702,-0.422963055715689,-0.265952073719851,-0.19122597612051,-0.535887587509852,-0.332616340258212,0.959341633164367,0.972526795763456,1,0.973756210627931,0.936018814679696,0.955709751251683,0.955427183822611,0.97273906351386,0.610834141671179,0.453255033407304,0.525994316989177,0.070152681549134,0.12363102428565,0.0665706430154663,0.0375779697799722,-0.0873374001033694,-0.213023431208613,-0.0685848598053388,-0.320802605264455,-0.212701647002681,-0.225456555813806,-0.136007989279251,-0.245788721440072,-0.221763534583282,-0.201125949367707,0.107296023961464,-0.191475888743872,-0.209780151138599,-0.177994290936615,-0.120594801158485,-0.164854480947614,-0.194417443448851,0.96466838868066,0.977726196363083,0.73931640527469,0.852575817096502,-0.461731540573576,-0.231145501744938,-0.590696292998947,-0.410368568663692,-0.590193446494106,-0.551896862487653,-0.576268394925873,-0.561853666989352,-0.260306814532582,-0.0823982374726337,-0.153553090730996,0.85520664268639,0.878583762360241,0.861470333905327
"HL_5O2_t0_R4",0.892164008849268,0.957966632621012,0.951609561255264,0.928413307882914,0.89971466370289,0.874767778342768,0.87831052671458,0.888142766828376,-0.269416110078218,-0.312799281153576,-0.436657040605745,-0.287821582420454,-0.512095348267011,-0.400021508719206,-0.628811511679294,-0.528487919146676,-0.585875432690621,-0.379209077244561,-0.781584268028608,-0.725739360319981,-0.532964089292358,-0.345372212827361,-0.769231212377086,-0.650152040758258,-0.458376830602856,-0.323100928168209,-0.750258456151466,-0.536542349689889,-0.391491669089042,-0.314559979082205,-0.636179178142932,-0.452268806028434,0.958950430884957,0.958352246524106,0.973756210627931,1,0.949515184323469,0.918910659711327,0.918948463273645,0.930127663393528,0.517524363391328,0.33664377113373,0.393811692034328,-0.0538582844188937,-0.00632342702544473,-0.0761576985536585,-0.111943105937365,-0.203632103374175,-0.356272959123022,-0.18497172713916,-0.443565291402434,-0.344893351664987,-0.35690154411526,-0.255079203444641,-0.37253761401518,-0.352550185093715,-0.332468711682203,-0.0310728013201892,-0.31920409689809,-0.338391030070607,-0.304585414133421,-0.258962052570292,-0.292946868555565,-0.320947118640253,0.938727516656265,0.956696762716996,0.698661618520943,0.854617003112818,-0.532874453846069,-0.175812084437619,-0.599008028404527,-0.365750198496664,-0.559355273354701,-0.500547740079002,-0.538649401659253,-0.511469641439325,-0.311088248990482,-0.13760851325524,-0.218634456777873,0.914012915894903,0.928894910447441,0.921817505424994
"HL_5O2_t1_R1",0.906172098553157,0.944444092007668,0.964334131641947,0.948671203141241,0.87041612072802,0.910651777345118,0.886874952506147,0.892559061008208,-0.173362981320096,-0.265583146136317,-0.348695111980722,-0.192452015440519,-0.424639986339148,-0.342540496088387,-0.516752913777082,-0.428430483382906,-0.52315775829268,-0.333832961694407,-0.659374840661517,-0.626730840038604,-0.468651773806212,-0.316607027809396,-0.659645341535264,-0.575687651831137,-0.414471651352817,-0.292312284689507,-0.648372620931189,-0.487939444034187,-0.371876314108387,-0.285631593789421,-0.541135482027267,-0.413984351908141,0.965374100787235,0.947391368837227,0.936018814679696,0.949515184323469,1,0.897800532393558,0.94707415383033,0.940469159282567,0.591689397178455,0.397939344429352,0.459963970411789,0.00329620355398856,0.0488567541286492,0.00899994500198776,-0.0418425521385721,-0.150576820693521,-0.306045187221627,-0.100977538540052,-0.40895936272852,-0.315800192205083,-0.336219333129358,-0.163521605641744,-0.360748537788573,-0.329264013537101,-0.310169575102422,0.0112555036488461,-0.318839869955802,-0.313353490224131,-0.249617171875708,-0.214575580441795,-0.301622425704958,-0.287161825525526,0.917101779139561,0.926381099424675,0.785084405023598,0.845955317811929,-0.45275558813495,-0.126733434779786,-0.538755976259257,-0.299504003338377,-0.500716859329501,-0.453656316228366,-0.485349503604608,-0.459953593907373,-0.140473778335636,0.00264835636752555,-0.0527540846407343,0.905357555759254,0.90738335964954,0.902891624995821
"HL_5O2_t1_R2",0.934494200820758,0.925095028944466,0.932269004892225,0.93923891753258,0.90646948971903,0.920258348708462,0.881455824851415,0.918140453749967,0.018812100558496,-0.0364148245436649,-0.14738687365475,0.0108376555916523,-0.232562564991996,-0.135932494896048,-0.371993726063049,-0.264086578708382,-0.382426920534293,-0.125390579693676,-0.605176432660535,-0.521775945169265,-0.303857185236499,-0.0946531903554711,-0.592112766818966,-0.432460285450112,-0.231492331372697,-0.0731089039322265,-0.552251698648155,-0.315859937520002,-0.158919298468783,-0.0644553944753358,-0.430463788535004,-0.222687855839644,0.910040151763826,0.941775136294135,0.955709751251683,0.918910659711327,0.897800532393558,1,0.965242577806045,0.946167859153231,0.702169690274645,0.604728957320208,0.60561675874742,0.231990866519303,0.259573088880289,0.214078037580158,0.175017335334675,0.0561252529266787,-0.102277199200567,0.0124233731626908,-0.244740173789269,-0.108332884123545,-0.12549345017976,-0.0164228741617615,-0.155327872540462,-0.112044676806533,-0.101945671116565,0.212418832243397,-0.116294769848245,-0.0963618370567266,-0.0611194603614381,-0.00504551176468497,-0.0905547609065369,-0.0745676083825292,0.905609915159066,0.920488002297373,0.793077929685911,0.793940432898176,-0.375087365775575,-0.268668522419018,-0.582752308672775,-0.449026490560553,-0.592518130264401,-0.558901852051743,-0.581672300382408,-0.568229166769735,-0.20135707889377,-0.0529662105585399,-0.0239463711992256,0.732071903949435,0.749981776096301,0.750234089540043
"HL_5O2_t1_R3",0.957825480070442,0.941549590625602,0.969041016454709,0.976417712627942,0.888668316792412,0.937454033876185,0.863246171535268,0.929965100173034,-0.00270554445376175,-0.0763572692385853,-0.178755714874669,-0.0281517449766729,-0.259580188598355,-0.169518831801576,-0.406769868827951,-0.291288362747464,-0.397118627352535,-0.150151052596494,-0.619654850345111,-0.540679469240678,-0.31429136978753,-0.130870531711263,-0.607365557778596,-0.452039167398092,-0.247342072247921,-0.108949923411039,-0.562983335972405,-0.333657372927326,-0.187640860611704,-0.1022132350683,-0.426613803447569,-0.242818444649968,0.964891730407977,0.963320515393313,0.955427183822611,0.918948463273645,0.94707415383033,0.965242577806045,1,0.970470063691552,0.708304554667546,0.56253450425233,0.598846674675447,0.196353969561481,0.217784837358973,0.177854440737316,0.152815878413258,0.0349836600764992,-0.128232965694431,-0.0373231651639408,-0.258183353071983,-0.133541615541262,-0.152401471474134,-0.0224760220877771,-0.179724907991466,-0.14383073743327,-0.127346264551506,0.173080656652859,-0.136781466929465,-0.128929088725992,-0.08244501801044,-0.0332871675642342,-0.114524874162012,-0.106686397620139,0.904475006540137,0.919972886635845,0.797995630414263,0.791825364904482,-0.447622977953222,-0.275787890652721,-0.626317547001187,-0.457738622101512,-0.626856336332433,-0.58950406740739,-0.61809805278859,-0.600917976544048,-0.137535629764804,0.0101504763976755,0.00307869644549748,0.799969617092098,0.807871127377806,0.812098973820498
"HL_5O2_t1_R4",0.969874563112546,0.964680056502008,0.984078838112614,0.977644803750783,0.922815512140631,0.963988519663387,0.897133322622379,0.943491685754647,0.0152552398825871,-0.0526714948450884,-0.176783701940568,-0.0153882501703941,-0.254344791984214,-0.148964064640731,-0.422253283274535,-0.276301027021192,-0.398845849976698,-0.125280058474906,-0.627448130903453,-0.549271459976269,-0.302480512794919,-0.104038115642949,-0.637438754083048,-0.457564334388778,-0.222331512612894,-0.0788047602447242,-0.584263429012091,-0.322494600483306,-0.159891814951577,-0.0702665279236741,-0.428932458676567,-0.228760766093082,0.959402692374034,0.963373771138962,0.97273906351386,0.930127663393528,0.940469159282567,0.946167859153231,0.970470063691552,1,0.724586740953177,0.546735101793506,0.632848206057756,0.198306067145971,0.230371522210005,0.174103475965069,0.168550382961906,0.0379993246157853,-0.0927703641347543,0.00521218079724384,-0.23826403310051,-0.0993767262601895,-0.115943826809845,-0.051343346503487,-0.149479552533799,-0.107111465633255,-0.088853326735271,0.215739641908324,-0.0964809736327603,-0.0944362409075571,-0.0616567612141208,-0.00671476105320508,-0.071601318807835,-0.071674025473454,0.958031427824226,0.948141160093495,0.76589706846297,0.804371131551563,-0.469576649939097,-0.297976458294196,-0.623293065849572,-0.478404148782544,-0.639011317849401,-0.619376802514108,-0.63534349726675,-0.618065183985249,-0.106042202203119,0.0484475621529971,0.00146273491931416,0.81306532563123,0.835737985218199,0.815720630182882
"HL_5O2_t2_R1",0.771589141949982,0.631603427336799,0.627745934610223,0.691360148969462,0.690765869373398,0.778886009542548,0.617627866997372,0.736056320183254,0.639228293285715,0.59483926547687,0.507735466538137,0.617084298831549,0.423960273258509,0.529447743491642,0.188164993298912,0.373540678612018,0.145892633727057,0.532096558055599,-0.128578872256754,0.000172999962915316,0.333197038367627,0.54943354259087,-0.150494909154313,0.142934870802747,0.404561106956527,0.573731962185287,-0.0161153719177706,0.299137484276011,0.463851179629459,0.579160500503967,0.192086293830269,0.403437946542358,0.587713953439476,0.616492869023216,0.610834141671179,0.517524363391328,0.591689397178455,0.702169690274645,0.708304554667546,0.724586740953177,1,0.902567731861632,0.94215360967738,0.786434519622465,0.751719127629739,0.70887135324825,0.740683614570971,0.67101336615489,0.534492884841153,0.374635337655962,0.302563526511094,0.527770750330457,0.502581082602229,0.452965757660401,0.431873815697251,0.52539662595271,0.528960174667231,0.753176262684637,0.457603890662923,0.543450436179909,0.583924065206827,0.603166520288351,0.475026656713667,0.575394811328264,0.663918526994421,0.600029851109898,0.560175955071829,0.321419037065142,-0.388529498527907,-0.668633232276388,-0.683384629199558,-0.721214114257947,-0.759391813538273,-0.782234801011208,-0.771739207704181,-0.777697796545636,0.329768072550182,0.358367885294149,0.424602334602745,0.260259883742409,0.295876875200308,0.266036708908116
"HL_5O2_t2_R2",0.579802346090015,0.469487883101779,0.435668224374908,0.505426423270372,0.558241682397126,0.650058856849883,0.502989014873901,0.568207820296937,0.775707748278659,0.732454535475316,0.674645476113735,0.764436742237172,0.612848429405566,0.670559193167249,0.457620217085801,0.58233571457536,0.402888485583777,0.661739343622091,0.127216167407827,0.267292194223593,0.536262462733577,0.668892543578869,0.142612636603635,0.401620138396327,0.57917010872253,0.672045861729461,0.258260485091644,0.50897933640051,0.618171003598345,0.672171754843852,0.426613652981955,0.586372553834451,0.369965819867912,0.421173089046908,0.453255033407304,0.33664377113373,0.397939344429352,0.604728957320208,0.56253450425233,0.546735101793506,0.902567731861632,1,0.948072655593428,0.880662025613158,0.876478947312376,0.882802631485214,0.853277747844029,0.75932443258896,0.680089600039056,0.600884387695504,0.518274807402397,0.658932820855294,0.639121309132493,0.687563742791139,0.595541927348035,0.654138121473899,0.648627097024017,0.822181609665969,0.595793614668059,0.661777859199248,0.691883349063138,0.722318647740975,0.602853641817024,0.668852596273522,0.496819308132286,0.451562485754796,0.492830602176327,0.187818979567109,-0.100963579114159,-0.600216207388408,-0.492827478092959,-0.601489742324918,-0.592099330183389,-0.62646387487534,-0.592575502985157,-0.642231811995588,0.362854139947214,0.357546041020997,0.500634067569106,0.0231359816549634,0.057549363656904,0.0178279039955368
"HL_5O2_t2_R3",0.642208633726252,0.550271531446523,0.515418679830034,0.571833902835109,0.620293181595141,0.73436587980388,0.564813316866121,0.64815934402577,0.762712353712925,0.709108119024517,0.623702435696993,0.72922380417955,0.563843741437352,0.654227337419333,0.355071506680023,0.539287657615522,0.337435760714263,0.657631293485469,0.0310476672317837,0.177613206095926,0.503398904691294,0.66526537046689,0.0212143716438363,0.32664597553526,0.567439353320208,0.676970851602052,0.152923564057281,0.466753333322589,0.609728422635372,0.679313800102713,0.361703740670428,0.559359211988503,0.445507029953136,0.495188880243648,0.525994316989177,0.393811692034328,0.459963970411789,0.60561675874742,0.598846674675447,0.632848206057756,0.94215360967738,0.948072655593428,1,0.849710733743301,0.852759895828128,0.832070692794009,0.8421307762308,0.746529119912183,0.686718794744109,0.536082558512673,0.497119496955634,0.669325340798383,0.648816767926399,0.60201651532901,0.591095922082759,0.66152428978688,0.66585426267312,0.84872332388986,0.612474993086611,0.670130687143074,0.697131046216281,0.725767993959323,0.624000371766024,0.683031589332967,0.587119141474771,0.530507120682069,0.467704297248969,0.223510271294479,-0.219412457738633,-0.674582043914537,-0.565940784577712,-0.674495766026341,-0.678930183674298,-0.728277062270135,-0.682767113435347,-0.731540793144871,0.376432105860811,0.3760431797551,0.443940440423239,0.126330501791989,0.171652916263746,0.109199816425953
"HL_5O2_t2_R4",0.25856440418183,0.081865377040718,0.0616321286755473,0.14924938830688,0.21314389665221,0.300863137451033,0.118362582201153,0.222383280201135,0.929158545537274,0.954311217108071,0.911742244370229,0.924332599575622,0.861434272603194,0.92361158262159,0.66683994363415,0.805814468861414,0.627362420155811,0.913302390062274,0.36171821334169,0.498558180285751,0.78572883940774,0.92301223086137,0.35848056228328,0.64509081465473,0.824584953882895,0.928394333405102,0.506828936408866,0.758682581574878,0.863907424649189,0.928451056803582,0.672636148438653,0.829620440268091,0.00391865681220019,0.0553205713248897,0.070152681549134,-0.0538582844188937,0.00329620355398856,0.231990866519303,0.196353969561481,0.198306067145971,0.786434519622465,0.880662025613158,0.849710733743301,1,0.942412879836725,0.915024988022489,0.974119529921541,0.963585746763461,0.896710460378788,0.574077849241423,0.710512285569304,0.896019249900133,0.879709999764994,0.737547501529259,0.818972341304555,0.900956921905206,0.888977095163292,0.926837992003611,0.81135328441137,0.911139662255586,0.911795445350524,0.914659937198629,0.817334940424921,0.923617341327789,0.133933688891117,0.060088785841062,0.127254951217272,-0.234851264019511,-0.0969067660522803,-0.728587819282968,-0.426641788698853,-0.661290750635901,-0.543792212177958,-0.610526976669438,-0.559459994092789,-0.608782154233468,0.496054931343167,0.395716315768686,0.573831821260872,-0.352896153263777,-0.319130116476878,-0.353217462775089
"HL_5O2_t3_R1",0.251207406211171,0.121849746367164,0.104707200909395,0.158021285564915,0.302413549152059,0.340492081597282,0.223305200027886,0.233360257100008,0.915726366775259,0.908744041674306,0.866813013077401,0.923814132895904,0.839567355543814,0.867681586411307,0.695492453053289,0.813591504751367,0.690185801635011,0.864405408840237,0.403337124556273,0.557798328151324,0.798509111136652,0.864277856724097,0.404433109756097,0.689795694318194,0.827719969353687,0.853098193998328,0.539897029280147,0.78474714622804,0.851289763977105,0.84820135000793,0.695273377017147,0.832292942650432,0.0217784087618069,0.0522813366828554,0.12363102428565,-0.00632342702544473,0.0488567541286492,0.259573088880289,0.217784837358973,0.230371522210005,0.751719127629739,0.876478947312376,0.852759895828128,0.942412879836725,1,0.946231644144002,0.959145304442988,0.881436173257291,0.884280823684376,0.702200288377778,0.777522493690561,0.86984993183624,0.85665883220057,0.818670514963786,0.831461655782074,0.863550592314651,0.857599805434427,0.938274177316485,0.82211479950177,0.86353447691447,0.837926634923258,0.901723693025905,0.824172377387983,0.849261278236552,0.20460633959285,0.111666171793911,0.239917542912236,-0.123859713171524,0.0098836445067551,-0.614387652869963,-0.328842067477028,-0.553020405909484,-0.458052695263583,-0.525489205650492,-0.475221316094353,-0.52883470455746,0.515573143744355,0.492220689757519,0.628921417059956,-0.300758813538495,-0.248432707274443,-0.296676707150425
"HL_5O2_t3_R2",0.205520340167777,0.082632767166336,0.0512171761441115,0.122092395694857,0.209542348321403,0.310274133238157,0.200949385021085,0.226325707399357,0.937385334398219,0.895853176535869,0.881715848174224,0.928706957112725,0.868646700484752,0.868587759366858,0.768849617224978,0.86710209028482,0.756539116080743,0.87105608015556,0.487157392840379,0.652968418402405,0.848544471223043,0.851637600301759,0.508222704561601,0.76191500874633,0.863396215874855,0.831595407630729,0.630729514980659,0.831869768866998,0.863181394690099,0.821939033332224,0.773300495393748,0.865775948651658,-0.0228201221355991,0.00693058681602844,0.0665706430154663,-0.0761576985536585,0.00899994500198776,0.214078037580158,0.177854440737316,0.174103475965069,0.70887135324825,0.882802631485214,0.832070692794009,0.915024988022489,0.946231644144002,1,0.953980344562166,0.859515597568567,0.905403194126996,0.809902028778151,0.837219179780565,0.87369704151302,0.864459314077915,0.91605631261968,0.857106319044946,0.861993669545787,0.859232944549344,0.926995884309553,0.83994862033196,0.854918654767486,0.860722143106575,0.908106033328886,0.832867746127395,0.830182338096168,0.141218559932406,0.0817981807607948,0.254867042412847,-0.138536816206728,0.158355131983727,-0.52029172396136,-0.223290195707158,-0.444255155218746,-0.363783496437049,-0.430951882363961,-0.37965687391265,-0.44288091535232,0.509049328468651,0.478137637716793,0.607180591174483,-0.361617711758982,-0.313044251613784,-0.36432974047688
