"","HL_5N2_t0_R1","HL_5N2_t0_R2","HL_5N2_t0_R3","HL_5N2_t0_R4","HL_5N2_t1_R1","HL_5N2_t1_R2","HL_5N2_t1_R3","HL_5N2_t1_R4","HL_5N2_t2_R1","HL_5N2_t2_R2","HL_5N2_t2_R3","HL_5N2_t2_R4","HL_5N2_t3_R1","HL_5N2_t3_R2","HL_5N2_t3_R3","HL_5N2_t3_R4","HL_5N2_t4_R1","HL_5N2_t4_R2","HL_5N2_t4_R3","HL_5N2_t4_R4","HL_5N2_t5_R1","HL_5N2_t5_R2","HL_5N2_t5_R3","HL_5N2_t5_R4","HL_5N2_t6_R1","HL_5N2_t6_R2","HL_5N2_t6_R3","HL_5N2_t6_R4","HL_5N2_t7_R1","HL_5N2_t7_R2","HL_5N2_t7_R3","HL_5N2_t7_R4","HL_5O2_t0_R1","HL_5O2_t0_R2","HL_5O2_t0_R3","HL_5O2_t0_R4","HL_5O2_t1_R1","HL_5O2_t1_R2","HL_5O2_t1_R3","HL_5O2_t1_R4","HL_5O2_t2_R1","HL_5O2_t2_R2","HL_5O2_t2_R3","HL_5O2_t2_R4","HL_5O2_t3_R1","HL_5O2_t3_R2","HL_5O2_t3_R3","HL_5O2_t3_R4","HL_5O2_t4_R1","HL_5O2_t4_R2","HL_5O2_t4_R3","HL_5O2_t4_R4","HL_5O2_t5_R1","HL_5O2_t5_R2","HL_5O2_t5_R3","HL_5O2_t5_R4","HL_5O2_t6_R1","HL_5O2_t6_R2","HL_5O2_t6_R3","HL_5O2_t6_R4","HL_5O2_t7_R1","HL_5O2_t7_R2","HL_5O2_t7_R3","HL_5O2_t7_R4","LD_N2_t0_R1","LD_N2_t0_R2","LD_N2_t1_R1","LD_N2_t1_R2","LD_N2_t2_R1","LD_N2_t2_R2","LD_N2_t3_R1","LD_N2_t3_R2","LD_N2_t4_R1","LD_N2_t4_R2","LD_N2_t5_R1","LD_N2_t5_R2","pool_t0_R1","pool_t0_R2","pool_t0_R3","pool_t1_R1","pool_t1_R2","pool_t1_R3"
"LD_N2_t0_R1",0.924866139139439,0.973460852666766,0.933679923348798,0.918175635025771,0.960762887639412,0.947780208898757,0.929495711598025,0.919378230162481,-0.0216109359092516,-0.0995025855209891,-0.227773447772756,-0.0484023567882798,-0.287382514007624,-0.190077468540076,-0.414861628130492,-0.292747453659468,-0.400332337998076,-0.1737639085471,-0.598994660306427,-0.536552544517354,-0.323291226395504,-0.151185066262743,-0.613698916962613,-0.457892359582354,-0.254388561844874,-0.131303940767253,-0.571933022566688,-0.337467558723449,-0.196466028460373,-0.123722062298657,-0.429760815044306,-0.257951581817619,0.910428380718986,0.912930007462705,0.96466838868066,0.938727516656265,0.917101779139561,0.905609915159066,0.904475006540137,0.958031427824226,0.663918526994421,0.496819308132286,0.587119141474771,0.133933688891117,0.20460633959285,0.141218559932406,0.10976118703633,-0.0253641568766324,-0.13001515526638,0.0790604301864355,-0.245839031505566,-0.142900852191455,-0.157729398388484,-0.0631906435635334,-0.181206946929768,-0.152854647803881,-0.135164235709965,0.184995617739775,-0.133951729958942,-0.141625603979027,-0.102531559355717,-0.052149091898184,-0.111238687426424,-0.126020541583563,1,0.977449931540415,0.726474072180112,0.84388515809162,-0.442071759030973,-0.239682511462191,-0.567687025481132,-0.385732002753641,-0.573321368307204,-0.547270761686008,-0.564946058050443,-0.548711696352345,-0.0970599920174327,0.0814771559375474,-0.0194290429016812,0.820899395400248,0.852571835530039,0.809196843517899
"LD_N2_t0_R2",0.915826753311869,0.98355976085653,0.935206105771241,0.924482332272337,0.923563774239245,0.943946499142886,0.934253620758739,0.928336423873044,-0.103171999616853,-0.181522222794711,-0.305746746343914,-0.136720538544699,-0.366111155895747,-0.267189361656111,-0.474596496321526,-0.363481979551866,-0.451241995252621,-0.25132601790593,-0.650694821471826,-0.584885873528546,-0.388735901529029,-0.228864513976972,-0.646243814071093,-0.509168712424968,-0.321829094334317,-0.211372689144515,-0.619152697367028,-0.400571841505934,-0.265497797014476,-0.204580250591405,-0.492480491927093,-0.321563419027135,0.932083183701737,0.937398577701938,0.977726196363083,0.956696762716996,0.926381099424675,0.920488002297373,0.919972886635845,0.948141160093495,0.600029851109898,0.451562485754796,0.530507120682069,0.060088785841062,0.111666171793911,0.0817981807607948,0.0270921267888683,-0.0908654462652614,-0.205081855240334,0.0103198569483672,-0.298975329026087,-0.216369277553049,-0.229239304690723,-0.10599004642277,-0.244459988104739,-0.228225163755918,-0.209921358033606,0.104116098283896,-0.197487570369647,-0.218486425076063,-0.174738217458309,-0.133431832265568,-0.175510199390316,-0.207183233419559,0.977449931540415,1,0.72942223909571,0.858895904354922,-0.421822170243807,-0.199504347268835,-0.557068562303937,-0.355575791867504,-0.55334977931781,-0.519319722958307,-0.534981536291638,-0.525502541709905,-0.188584196519722,-0.0243893971880382,-0.12570489863811,0.858092532084931,0.882842727953262,0.844059893209929
"LD_N2_t1_R1",0.78708010216978,0.723312025832438,0.793581244718929,0.798048415752531,0.769212234824042,0.779451405020128,0.868279787667594,0.71714903172434,0.0711189062563736,-0.0893834690212065,-0.0883940520783112,0.102952906184484,-0.134584003519414,-0.184200289994129,-0.121964732413603,-0.100148119724922,-0.16860981751158,-0.181169999835516,-0.227886265450542,-0.181899588564669,-0.189357212972945,-0.204678983738052,-0.217965584722016,-0.202603517802797,-0.185357052430441,-0.208367649847028,-0.241820294610471,-0.195813402294448,-0.191600224979504,-0.211505895174655,-0.216121362510164,-0.184374216219218,0.7396397424513,0.701585822884249,0.73931640527469,0.698661618520943,0.785084405023598,0.793077929685911,0.797995630414263,0.76589706846297,0.560175955071829,0.492830602176327,0.467704297248969,0.127254951217272,0.239917542912236,0.254867042412847,0.126583622502,-0.0943574884405704,-0.109969774368922,0.272460470138376,-0.126435049514598,-0.172846487738577,-0.186766024995124,0.190885650691596,-0.163099785126288,-0.191365938792773,-0.18534546835487,0.115521784202098,-0.155876451887018,-0.200076004093272,-0.18037252279314,-0.0841743241099747,-0.154256826463099,-0.207411324561607,0.726474072180112,0.72942223909571,1,0.848658082861859,0.0491117116509675,0.159700055466291,-0.153098835462063,-0.044269142604136,-0.193286600168545,-0.165848436298939,-0.206485428612623,-0.168878063995767,0.152924348059651,0.322108904736784,0.33594384692484,0.595281136072267,0.62935761949913,0.616611464306446
"LD_N2_t1_R2",0.793582192039165,0.847731702371701,0.855322793064484,0.831328291728651,0.846080142322748,0.780395483554714,0.886727295153244,0.760191856501812,-0.303621062106873,-0.449618374685133,-0.49230836950266,-0.294254614413416,-0.522962807427063,-0.536337109417302,-0.506223764858532,-0.490932233776083,-0.520072702637313,-0.523280466092885,-0.535492828171487,-0.542331681073579,-0.555186513023046,-0.531256836355107,-0.535812090111795,-0.576850802765004,-0.539632821003822,-0.524471995260196,-0.592887935090923,-0.561425949272745,-0.530570019142318,-0.521481846483356,-0.581804774489247,-0.544117249257929,0.822652420854287,0.800750007117739,0.852575817096502,0.854617003112818,0.845955317811929,0.793940432898176,0.791825364904482,0.804371131551563,0.321419037065142,0.187818979567109,0.223510271294479,-0.234851264019511,-0.123859713171524,-0.138536816206728,-0.239641716135463,-0.439621165353549,-0.456580535409142,-0.0197102673502128,-0.464106888365021,-0.503986753600523,-0.511675887586118,-0.214150793640229,-0.49213881583532,-0.518315677035959,-0.503931641924942,-0.215440168347772,-0.464036954224486,-0.521930191632881,-0.484417592147724,-0.424663796163533,-0.454020337565366,-0.518985816339273,0.84388515809162,0.858895904354922,0.848658082861859,1,-0.109689744273158,0.266081479761526,-0.16191971303506,0.0598090156040766,-0.157214769615723,-0.100537832755295,-0.156170028977884,-0.108174546454434,-0.132383269975751,0.0791078193970791,-0.0183803572732525,0.830646423632173,0.855288447183268,0.830111720404242
"LD_N2_t2_R1",-0.469764735379198,-0.4580004861263,-0.454224647334407,-0.46576940021757,-0.368044571342433,-0.35582814079493,-0.202239996647892,-0.449751903368156,0.179587514025834,0.040409597590403,0.204320196883538,0.230223005094128,0.282106070222798,0.0704534812820534,0.558653145999543,0.384195598055565,0.409039357171637,0.0273124373618267,0.721427729645327,0.634308293510468,0.259456552686563,-0.0344220755759984,0.720755220629433,0.462467245874465,0.153854539796688,-0.0708538742077268,0.592387045208668,0.259104492980602,0.0490684112091517,-0.0808735090245061,0.39915525318734,0.139840530087428,-0.55129393615732,-0.523366735130208,-0.461731540573576,-0.532874453846069,-0.45275558813495,-0.375087365775575,-0.447622977953222,-0.469576649939097,-0.388529498527907,-0.100963579114159,-0.219412457738633,-0.0969067660522803,0.0098836445067551,0.158355131983727,-0.00435184830169503,-0.147340666919962,0.106965968141651,0.503132811072679,0.257624759466696,0.00902484660118932,0.0156642820246471,0.337405293021424,0.0699849389352412,0.00108889288078828,-0.0233827985251533,-0.0941474247466177,0.00467724871944787,-0.0320100602999079,-0.0453749854581407,-0.0129166013213604,-0.0300765370023378,-0.0679697160131798,-0.442071759030973,-0.421822170243807,0.0491117116509675,-0.109689744273158,1,0.671498481246061,0.893822143378279,0.751600124007274,0.817397595765641,0.777508289941424,0.807579095629944,0.770916157758607,0.295673918037593,0.264621018743495,0.344262573600985,-0.504932416728817,-0.49357694177889,-0.525834940481648
"LD_N2_t2_R2",-0.313047396226594,-0.235353952656244,-0.184618441520167,-0.245161610932331,-0.235959631490982,-0.312152830771453,-0.0573173010227458,-0.348804347446476,-0.534585036238149,-0.658439693890409,-0.512003772736853,-0.474531634189074,-0.444923691980602,-0.646960710303395,-0.121522019442578,-0.346844020016686,-0.219866868674205,-0.674442576827094,0.192001983152701,0.0204652948836705,-0.440811512513573,-0.725899780182982,0.18711918990584,-0.209145184462908,-0.547300064210553,-0.750166434527186,-0.00521359774303431,-0.423991243143655,-0.642932139371996,-0.757023949814093,-0.254359758648948,-0.554919990736119,-0.210003257116229,-0.262714643102969,-0.231145501744938,-0.175812084437619,-0.126733434779786,-0.268668522419018,-0.275787890652721,-0.297976458294196,-0.668633232276388,-0.600216207388408,-0.674582043914537,-0.728587819282968,-0.614387652869963,-0.52029172396136,-0.66708994747687,-0.785597082062621,-0.616877049490582,-0.0358736680647505,-0.409901952761327,-0.691327683577718,-0.680878823389515,-0.289670803761995,-0.603956374237319,-0.699115526269596,-0.710261677358633,-0.721290243710428,-0.647781478555333,-0.72489579559375,-0.725732810320702,-0.699487382395425,-0.675085731864594,-0.749154190720977,-0.239682511462191,-0.199504347268835,0.159700055466291,0.266081479761526,0.671498481246061,1,0.838571584608243,0.946574860891427,0.881522353807072,0.909086362042596,0.874015022879862,0.912572040978075,-0.040879077587923,0.0258938010458079,-0.0178325196809107,0.0435856523363444,0.0254287379782365,0.0354176990361866
"LD_N2_t3_R1",-0.645380401335442,-0.598913794489321,-0.567836073490982,-0.606938986929863,-0.527389538605103,-0.570976009716303,-0.362534501995993,-0.648798846749325,-0.153642112521507,-0.245771494133823,-0.0765344036586592,-0.0912504459583246,0.00945051621907132,-0.199532831806356,0.313922089662103,0.10573221213583,0.202799206499317,-0.237334769599741,0.589912712394552,0.439982854830393,0.0053786705055183,-0.293610310832938,0.577398102416008,0.230051613151134,-0.108915744328166,-0.323037566446049,0.417418077944522,0.0104520601416895,-0.215717076607121,-0.331523809767425,0.177039644476235,-0.124543815660437,-0.636526983138384,-0.639189882938994,-0.590696292998947,-0.599008028404527,-0.538755976259257,-0.582752308672775,-0.626317547001187,-0.623293065849572,-0.683384629199558,-0.492827478092959,-0.565940784577712,-0.426641788698853,-0.328842067477028,-0.223290195707158,-0.332670684722498,-0.423807562532102,-0.185523274212697,0.208680453232458,-0.00748828830764066,-0.262775581168732,-0.250904890462209,-0.00425444633543188,-0.194050790849343,-0.265385964787343,-0.284276061626725,-0.405887953529626,-0.254107466953933,-0.292414267641181,-0.306051690049954,-0.299941806685059,-0.287926648636819,-0.319288299752453,-0.567687025481132,-0.557068562303937,-0.153098835462063,-0.16191971303506,0.893822143378279,0.838571584608243,1,0.908232548151208,0.977100835823352,0.945434461632101,0.962933846792402,0.953903506060168,0.145781894421239,0.093124932498923,0.135290689406076,-0.448917576653687,-0.456642165982571,-0.47115472210208
"LD_N2_t3_R2",-0.497490555700739,-0.386577732669692,-0.387962915618101,-0.44664133738587,-0.378416815185331,-0.441728107167105,-0.223248080281147,-0.487471200846277,-0.411912190539845,-0.546058661384673,-0.378485938603612,-0.365138265215526,-0.294353140568142,-0.497532832512703,0.0476026332385963,-0.191418279994462,-0.10279412326829,-0.543506255746186,0.370435960288715,0.176215831626852,-0.29781665510532,-0.594325083114366,0.353151104381969,-0.0559363917304477,-0.417528044078926,-0.61736196930694,0.162618819343683,-0.290824262861208,-0.524490528021787,-0.623179198916001,-0.0887220014246445,-0.427984254093091,-0.414783818236701,-0.440252115311554,-0.410368568663692,-0.365750198496664,-0.299504003338377,-0.449026490560553,-0.457738622101512,-0.478404148782544,-0.721214114257947,-0.601489742324918,-0.674495766026341,-0.661290750635901,-0.553020405909484,-0.444255155218746,-0.594198215032763,-0.677163652717389,-0.489151457400996,0.0490149225140624,-0.293092969964891,-0.565762047601287,-0.559344398266284,-0.204127610339478,-0.500278308090871,-0.573941614807134,-0.590531460331225,-0.645724222368323,-0.555634936161065,-0.596903662723531,-0.578665474181518,-0.584255014153117,-0.588552384773025,-0.614584410435456,-0.385732002753641,-0.355575791867504,-0.044269142604136,0.0598090156040766,0.751600124007274,0.946574860891427,0.908232548151208,1,0.952628866853237,0.97224068419819,0.955085627388747,0.965899692566927,0.043455250356049,0.0652478808341292,0.00718765838215049,-0.142402238449386,-0.166532690560243,-0.169832000925901
"LD_N2_t4_R1",-0.666163781109712,-0.594268900131286,-0.566677193193199,-0.618285153146415,-0.55263032734043,-0.605519763033397,-0.388084644787288,-0.676180805581483,-0.301516186625663,-0.377466102162395,-0.205712838843604,-0.23693042586657,-0.126792809402925,-0.32617045180667,0.200551184771396,-0.035370876189615,0.0693770054110258,-0.374559799544885,0.506716651154577,0.32386177668549,-0.135966161924083,-0.420997289321406,0.494462224103263,0.104464378387615,-0.254496706592287,-0.44557823870416,0.318509073047483,-0.127266959253701,-0.356268244956342,-0.451943306640893,0.0591740252776559,-0.263848668993148,-0.609783578927853,-0.621822246221444,-0.590193446494106,-0.559355273354701,-0.500716859329501,-0.592518130264401,-0.626856336332433,-0.639011317849401,-0.759391813538273,-0.592099330183389,-0.678930183674298,-0.543792212177958,-0.458052695263583,-0.363783496437049,-0.47398002491804,-0.527414894043247,-0.338047994012939,0.0839764577906578,-0.155974382668979,-0.404169540477458,-0.39455691507048,-0.13451323534073,-0.341663803089675,-0.40462002627734,-0.426226717143807,-0.540883281125074,-0.40400724315748,-0.4261566357669,-0.432062824775497,-0.43962796986748,-0.43699094100792,-0.44508373420533,-0.573321368307204,-0.55334977931781,-0.193286600168545,-0.157214769615723,0.817397595765641,0.881522353807072,0.977100835823352,0.952628866853237,1,0.986091027130457,0.995628850541025,0.992216988623051,0.066459271485208,0.0100615275388821,0.040802574438684,-0.36922790683631,-0.393600098789826,-0.392586418228083
"LD_N2_t4_R2",-0.632099062528228,-0.549796689774115,-0.528588740369785,-0.579338580847097,-0.512329574877351,-0.59122487370729,-0.36976098547889,-0.636868855670719,-0.376863638043937,-0.467511951329071,-0.289077651388314,-0.314323830030933,-0.211888351128328,-0.413034582506026,0.121380411256056,-0.123773984212691,-0.020122242835377,-0.460875228820934,0.442568998720168,0.252690780851989,-0.219420377167958,-0.506052890495064,0.435754751429601,0.0277185763707622,-0.338994759277924,-0.529314762486629,0.249419622930021,-0.20893082859891,-0.441511113179331,-0.534941949559579,-0.0152204034639116,-0.345398561054145,-0.56050974908706,-0.572760996748418,-0.551896862487653,-0.500547740079002,-0.453656316228366,-0.558901852051743,-0.58950406740739,-0.619376802514108,-0.782234801011208,-0.62646387487534,-0.728277062270135,-0.610526976669438,-0.525489205650492,-0.430951882363961,-0.556611120625882,-0.608444645441524,-0.426409209807674,0.0151264981084533,-0.233856987287381,-0.488889857530893,-0.479902227761544,-0.183528513486785,-0.42541495604617,-0.490610759774725,-0.511729031789507,-0.623168197160649,-0.485421557961553,-0.512523242159102,-0.511535642496053,-0.523848178854129,-0.517739416930787,-0.529091616037628,-0.547270761686008,-0.519319722958307,-0.165848436298939,-0.100537832755295,0.777508289941424,0.909086362042596,0.945434461632101,0.97224068419819,0.986091027130457,1,0.987469894194377,0.99316670323369,0.0316804794919366,0.00303322283184888,0.00596545373723385,-0.30650674806706,-0.332380620893914,-0.323116790041405
"LD_N2_t5_R1",-0.668976728144512,-0.576554570975363,-0.560910248058012,-0.616110593462739,-0.546203671062286,-0.593847358903597,-0.379706126883954,-0.668771197694501,-0.324292415775056,-0.400490139477865,-0.228975271928259,-0.26323407015386,-0.15280491703371,-0.34512633555673,0.181292833428429,-0.0586498081656288,0.0414115055268373,-0.398934829024319,0.488132188499307,0.299537504681495,-0.161182146988154,-0.441566804175079,0.479899618013205,0.0828725605219521,-0.279135023833413,-0.465092560248105,0.298034632043489,-0.15320345791116,-0.380117548540648,-0.470487261012768,0.0372284043048175,-0.287450256177058,-0.600664347014781,-0.605075708893972,-0.576268394925873,-0.538649401659253,-0.485349503604608,-0.581672300382408,-0.61809805278859,-0.63534349726675,-0.771739207704181,-0.592575502985157,-0.682767113435347,-0.559459994092789,-0.475221316094353,-0.37965687391265,-0.498940207258075,-0.542467699514658,-0.362079680260502,0.0640621738139971,-0.178239876566833,-0.425246968879794,-0.416668647373689,-0.149831750812631,-0.36689441432574,-0.426035565013892,-0.448908093582083,-0.562110903356604,-0.429015593548326,-0.446984050646335,-0.450563016545929,-0.464048585184087,-0.461876713159694,-0.464518215075005,-0.564946058050443,-0.534981536291638,-0.206485428612623,-0.156170028977884,0.807579095629944,0.874015022879862,0.962933846792402,0.955085627388747,0.995628850541025,0.987469894194377,1,0.987868490422378,0.0431566150719268,-0.0213032012752352,0.00341172669240083,-0.346454207299938,-0.373644130286365,-0.374932377560806
"LD_N2_t5_R2",-0.631960033539115,-0.561300078886538,-0.533413882157172,-0.585155103110937,-0.527905244830232,-0.596888775191928,-0.372024002352343,-0.647914721189588,-0.378249687849233,-0.458290172044949,-0.285922765295294,-0.311101392216191,-0.210088634817867,-0.407628622706239,0.117964362576182,-0.121579036267786,-0.021013419660489,-0.456850533947683,0.441565045038247,0.247733344021252,-0.223431243057002,-0.500413988914214,0.424773311244991,0.0209750106453643,-0.341321923782988,-0.521845334104897,0.242072318232125,-0.212114361806904,-0.440189796243673,-0.527102919473503,-0.0245686094748484,-0.348899064514904,-0.565696407946629,-0.583308762427182,-0.561853666989352,-0.511469641439325,-0.459953593907373,-0.568229166769735,-0.600917976544048,-0.618065183985249,-0.777697796545636,-0.642231811995588,-0.731540793144871,-0.608782154233468,-0.52883470455746,-0.44288091535232,-0.553589736376024,-0.5988194230907,-0.424275508035568,0.0084000176860359,-0.244943099992662,-0.488305228977228,-0.479393326554151,-0.21279195002254,-0.427316275816575,-0.487822188617786,-0.509719686894694,-0.615375494985287,-0.487464646633344,-0.507987069221603,-0.511836294100449,-0.522636062830735,-0.518792172690369,-0.522449787057432,-0.548711696352345,-0.525502541709905,-0.168878063995767,-0.108174546454434,0.770916157758607,0.912572040978075,0.953903506060168,0.965899692566927,0.992216988623051,0.99316670323369,0.987868490422378,1,0.0423197664196645,0.00423026462620549,0.0181828728797992,-0.306531948097206,-0.332807336791061,-0.324370598577134
